age_cat,race,sex,c_charge_degree,is_recid,priors_count,time_served,two_year_recid
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Female,F,0,2,1,0
Greater than 45,Caucasian,Male,F,1,1,81,1
25 - 45,Hispanic,Male,F,0,2,13,0
25 - 45,African-American,Male,F,1,17,1,1
Greater than 45,Caucasian,Female,M,0,1,4,0
25 - 45,Caucasian,Male,F,0,0,89,0
25 - 45,Other,Female,M,1,0,0,1
Greater than 45,African-American,Male,F,1,17,0,1
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,Caucasian,Male,M,1,3,9,1
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,African-American,Male,F,0,0,2,0
25 - 45,African-American,Male,M,0,2,1,0
25 - 45,Hispanic,Male,F,1,0,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,1,132,1
Less than 25,African-American,Female,F,0,0,0,0
Less than 25,African-American,Female,F,0,1,0,0
25 - 45,Hispanic,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,21,0,1
25 - 45,African-American,Male,F,1,18,0,1
Less than 25,Hispanic,Male,M,1,0,0,1
25 - 45,African-American,Male,F,1,9,8,1
Less than 25,African-American,Male,F,0,1,35,0
25 - 45,African-American,Female,F,1,0,0,1
25 - 45,African-American,Male,M,0,10,0,0
25 - 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,2,6,1
25 - 45,Caucasian,Male,F,1,1,39,1
25 - 45,African-American,Male,M,1,1,5,1
25 - 45,Caucasian,Male,F,0,0,5,0
25 - 45,African-American,Male,M,0,0,3,0
Less than 25,Caucasian,Male,F,1,3,142,1
25 - 45,African-American,Female,F,0,0,2,0
Less than 25,African-American,Male,F,1,1,120,1
25 - 45,Caucasian,Female,F,0,0,28,0
Greater than 45,Caucasian,Male,F,0,2,3,0
Greater than 45,African-American,Female,F,1,1,0,1
Less than 25,African-American,Female,F,1,4,2,1
25 - 45,Caucasian,Female,M,0,0,0,0
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,African-American,Female,F,1,4,2,1
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,M,1,1,0,1
Greater than 45,Caucasian,Male,F,0,3,16,0
Less than 25,African-American,Male,F,0,0,2,0
Less than 25,African-American,Male,F,1,2,18,1
25 - 45,African-American,Male,F,1,3,9,1
25 - 45,Hispanic,Male,F,0,0,0,0
25 - 45,African-American,Female,F,0,0,2,0
25 - 45,African-American,Male,M,1,0,1,1
Greater than 45,Caucasian,Female,F,0,2,0,0
25 - 45,Other,Female,F,0,2,15,0
Less than 25,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Male,F,1,10,181,1
25 - 45,African-American,Male,F,1,5,49,1
Less than 25,African-American,Male,F,1,4,192,1
25 - 45,Caucasian,Male,M,0,0,2,0
Greater than 45,Asian,Female,F,1,6,1,1
25 - 45,Caucasian,Male,M,0,1,1,0
25 - 45,African-American,Female,F,1,13,32,1
25 - 45,Caucasian,Male,F,1,0,2,1
Greater than 45,Hispanic,Male,F,1,1,1,1
Greater than 45,African-American,Male,M,0,4,4,0
25 - 45,Hispanic,Male,M,0,1,3,0
25 - 45,African-American,Male,F,1,2,1,1
Less than 25,African-American,Female,M,1,0,0,1
25 - 45,African-American,Male,M,1,2,4,1
Less than 25,African-American,Male,F,0,0,0,0
Greater than 45,African-American,Male,M,1,20,30,1
Less than 25,Caucasian,Male,F,0,2,32,0
25 - 45,Caucasian,Female,F,1,2,0,1
25 - 45,African-American,Female,F,0,6,0,0
Greater than 45,African-American,Male,M,1,12,3,1
Greater than 45,African-American,Male,F,1,4,1,1
Greater than 45,African-American,Male,M,0,8,25,0
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,African-American,Male,M,1,0,1,1
25 - 45,Caucasian,Male,F,0,2,9,0
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Female,M,1,0,0,1
25 - 45,African-American,Male,F,0,7,28,0
Greater than 45,African-American,Male,M,1,0,4,1
25 - 45,Caucasian,Male,F,1,5,0,1
25 - 45,African-American,Male,M,1,16,33,1
25 - 45,Other,Male,F,0,1,1,0
Greater than 45,Caucasian,Female,M,0,1,0,0
Less than 25,African-American,Male,F,1,2,13,0
25 - 45,Caucasian,Male,F,1,2,2,1
25 - 45,Hispanic,Male,M,1,0,0,1
25 - 45,African-American,Male,F,1,6,4,1
25 - 45,Caucasian,Female,F,1,3,1,1
Less than 25,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,Native American,Male,M,0,2,1,0
25 - 45,African-American,Male,M,1,0,0,1
Greater than 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,F,0,0,280,0
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Female,F,0,9,173,0
Less than 25,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Male,M,1,6,1,1
Less than 25,Caucasian,Male,F,1,2,1,1
Less than 25,Caucasian,Female,M,1,4,133,1
25 - 45,Caucasian,Female,M,1,0,0,1
25 - 45,African-American,Male,F,1,8,0,1
25 - 45,Caucasian,Male,F,0,3,7,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Hispanic,Male,F,0,0,0,0
Less than 25,Caucasian,Female,F,0,0,0,0
Greater than 45,Other,Male,F,0,0,6,0
25 - 45,Caucasian,Male,F,0,2,1,0
25 - 45,Hispanic,Male,M,0,1,1,0
Less than 25,African-American,Male,F,1,3,21,1
25 - 45,African-American,Male,F,0,2,1,0
25 - 45,African-American,Male,M,1,11,29,1
Less than 25,Caucasian,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,M,1,4,17,1
25 - 45,African-American,Male,F,1,15,30,1
25 - 45,African-American,Male,F,1,10,20,1
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,1,3,12,1
Greater than 45,African-American,Male,M,1,10,4,1
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,1,9,111,0
Greater than 45,Caucasian,Male,F,1,0,0,0
Less than 25,African-American,Male,M,0,3,6,0
Greater than 45,Caucasian,Male,F,1,2,29,1
25 - 45,Asian,Male,F,0,0,19,0
25 - 45,African-American,Male,M,1,0,1,1
25 - 45,African-American,Female,F,1,5,1,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Other,Male,M,0,2,64,0
25 - 45,Caucasian,Male,F,1,4,33,1
25 - 45,African-American,Male,F,1,7,6,1
25 - 45,African-American,Male,F,1,3,13,1
25 - 45,African-American,Female,F,0,0,1,0
25 - 45,Caucasian,Male,F,0,1,1,0
25 - 45,Other,Female,F,0,0,0,0
Greater than 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,M,0,3,1,0
25 - 45,African-American,Male,F,1,1,1,1
Greater than 45,Hispanic,Male,F,0,8,1,0
Less than 25,Caucasian,Male,F,1,1,8,0
Less than 25,African-American,Female,M,1,0,0,1
Less than 25,African-American,Male,M,0,0,45,0
Greater than 45,Caucasian,Male,M,0,1,1,0
Greater than 45,African-American,Male,F,0,4,0,0
25 - 45,Hispanic,Male,M,0,1,1,0
25 - 45,Caucasian,Male,F,1,2,6,1
25 - 45,Hispanic,Male,F,0,1,4,0
Less than 25,African-American,Male,F,1,5,1,1
Greater than 45,African-American,Male,F,1,3,11,1
25 - 45,African-American,Male,M,1,6,1,1
Greater than 45,Caucasian,Male,F,0,1,1,0
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,African-American,Female,M,0,2,100,0
Less than 25,Caucasian,Male,F,1,0,0,0
25 - 45,Caucasian,Male,F,0,2,8,0
25 - 45,Caucasian,Male,F,0,1,0,0
Less than 25,Hispanic,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,7,1,1
25 - 45,Hispanic,Male,M,0,4,0,0
25 - 45,African-American,Male,F,1,2,0,1
Greater than 45,Hispanic,Male,F,0,0,0,0
25 - 45,Caucasian,Female,F,0,1,7,0
25 - 45,African-American,Male,M,1,16,1,1
Less than 25,Caucasian,Male,M,1,0,0,1
25 - 45,Hispanic,Female,F,1,1,1,1
Greater than 45,Other,Female,F,0,0,0,0
Greater than 45,African-American,Male,F,1,6,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,1,2,1
25 - 45,African-American,Male,F,0,1,0,0
Less than 25,African-American,Male,F,0,1,156,0
Greater than 45,African-American,Male,F,0,0,5,0
25 - 45,Caucasian,Male,M,0,3,1,0
25 - 45,Caucasian,Male,F,1,0,47,1
25 - 45,Hispanic,Male,F,1,6,1,1
25 - 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,M,1,7,1,1
25 - 45,African-American,Female,M,1,7,0,1
25 - 45,African-American,Male,F,1,7,0,1
25 - 45,African-American,Male,F,0,3,0,0
25 - 45,Caucasian,Female,F,1,5,0,1
Greater than 45,African-American,Male,F,0,3,1,0
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,F,1,7,51,1
25 - 45,Caucasian,Male,F,1,6,9,1
Greater than 45,Caucasian,Male,F,0,3,11,0
25 - 45,Caucasian,Male,F,1,4,96,1
25 - 45,African-American,Male,M,0,3,0,0
25 - 45,Hispanic,Male,F,0,1,1,0
25 - 45,Caucasian,Male,M,0,3,40,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Other,Male,M,1,6,1,1
25 - 45,African-American,Male,M,0,4,1,0
Less than 25,African-American,Female,M,0,0,1,0
25 - 45,African-American,Male,M,1,2,0,1
25 - 45,African-American,Male,M,1,5,3,1
Less than 25,Caucasian,Male,F,0,2,1,0
Less than 25,African-American,Female,F,1,2,3,1
25 - 45,African-American,Female,F,0,1,2,0
25 - 45,African-American,Female,F,1,3,0,1
Less than 25,Caucasian,Male,F,1,0,1,1
25 - 45,African-American,Male,M,1,4,0,1
Less than 25,Caucasian,Male,F,1,1,1,1
25 - 45,African-American,Male,F,1,8,1,1
25 - 45,Caucasian,Male,M,0,5,5,0
Greater than 45,Hispanic,Male,F,1,0,1,1
Greater than 45,African-American,Male,M,0,13,1,0
Less than 25,Caucasian,Male,F,0,0,1,0
Greater than 45,Caucasian,Female,M,0,0,0,0
Greater than 45,Caucasian,Female,M,0,0,1,0
Greater than 45,African-American,Male,F,0,16,0,0
25 - 45,Caucasian,Female,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,4,11,0
25 - 45,African-American,Male,M,1,1,1,1
25 - 45,African-American,Male,M,1,19,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Female,M,0,3,1,0
25 - 45,Caucasian,Male,F,0,2,0,0
Less than 25,African-American,Male,F,1,3,9,1
25 - 45,Caucasian,Male,F,0,2,16,0
25 - 45,African-American,Male,F,1,3,7,1
25 - 45,African-American,Male,F,1,20,43,1
25 - 45,African-American,Female,F,0,13,2,0
25 - 45,African-American,Male,M,0,19,1,0
25 - 45,Other,Male,F,1,31,242,1
Greater than 45,Other,Male,M,0,0,0,0
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,African-American,Male,F,1,9,2,1
25 - 45,African-American,Male,F,1,2,2,1
25 - 45,African-American,Male,F,1,24,1,1
25 - 45,Caucasian,Male,F,0,0,1,0
Greater than 45,Other,Female,F,1,0,1,1
Greater than 45,Caucasian,Male,F,1,3,0,1
25 - 45,Caucasian,Male,F,1,5,1,0
Greater than 45,Hispanic,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,6,0,1
Less than 25,African-American,Male,M,1,2,1,1
25 - 45,African-American,Male,F,0,2,83,0
25 - 45,Caucasian,Male,M,1,2,0,1
Less than 25,Caucasian,Male,F,1,3,1,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,Other,Male,F,1,0,1,1
25 - 45,African-American,Male,F,1,19,48,1
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,3,75,0
25 - 45,African-American,Male,M,1,0,1,0
25 - 45,African-American,Female,F,1,3,0,1
25 - 45,Caucasian,Female,F,1,0,343,1
25 - 45,Other,Male,F,1,0,0,1
25 - 45,African-American,Male,F,1,24,0,1
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,Other,Male,F,0,2,1,0
Less than 25,African-American,Male,F,1,4,376,1
25 - 45,African-American,Male,M,1,1,0,1
25 - 45,Caucasian,Female,F,1,0,0,1
25 - 45,African-American,Male,M,1,0,0,1
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,2,1,1
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Female,F,0,0,5,0
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,Hispanic,Male,F,0,0,64,0
Greater than 45,Caucasian,Female,M,0,4,3,0
25 - 45,Caucasian,Female,M,0,2,1,0
Less than 25,Native American,Male,M,1,0,1,1
25 - 45,Other,Male,F,0,0,1,0
Less than 25,Caucasian,Male,F,0,1,0,0
Less than 25,African-American,Female,M,1,11,77,1
25 - 45,Caucasian,Male,F,0,3,50,0
25 - 45,African-American,Male,F,1,4,0,1
Greater than 45,African-American,Male,M,1,8,5,0
25 - 45,African-American,Male,F,1,15,72,1
Less than 25,African-American,Male,M,1,2,1,1
25 - 45,African-American,Male,M,1,3,0,1
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,5,0,1
Less than 25,Caucasian,Male,F,1,2,1,1
Greater than 45,Caucasian,Male,F,1,1,0,1
Less than 25,African-American,Male,F,1,2,2,1
25 - 45,Caucasian,Male,F,0,12,52,0
25 - 45,Asian,Male,M,0,0,1,0
Less than 25,African-American,Male,F,1,0,1,1
Greater than 45,African-American,Male,F,0,2,24,0
Less than 25,African-American,Male,M,1,0,11,1
25 - 45,African-American,Male,F,1,17,32,1
Greater than 45,Hispanic,Male,M,0,1,2,0
25 - 45,Other,Female,F,0,1,0,0
25 - 45,African-American,Female,M,0,2,0,0
25 - 45,Caucasian,Male,M,1,4,1,1
Less than 25,Caucasian,Female,M,1,9,8,1
Less than 25,African-American,Male,F,1,1,38,1
Greater than 45,Caucasian,Male,F,0,1,1,0
25 - 45,African-American,Male,M,1,5,1,0
25 - 45,Caucasian,Male,F,1,0,0,1
Less than 25,African-American,Male,F,1,3,0,1
25 - 45,Hispanic,Male,M,0,2,0,0
Greater than 45,Caucasian,Female,F,0,0,1,0
Less than 25,African-American,Male,F,0,1,3,0
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,0,1,1,0
Greater than 45,African-American,Male,F,1,0,4,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,0,5,1,0
25 - 45,African-American,Male,M,1,8,0,0
Less than 25,Caucasian,Male,M,1,0,2,1
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,Caucasian,Female,F,1,20,56,1
25 - 45,African-American,Male,F,1,1,77,1
25 - 45,African-American,Male,F,0,5,0,0
Less than 25,Other,Male,F,1,2,1,0
25 - 45,Other,Male,F,1,0,0,1
25 - 45,African-American,Female,M,0,1,0,0
Less than 25,African-American,Male,F,1,1,0,0
25 - 45,Hispanic,Male,F,1,1,17,1
Greater than 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Female,M,1,0,0,0
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,13,2,1
25 - 45,African-American,Male,M,1,13,38,1
25 - 45,African-American,Male,M,1,1,17,1
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,5,27,1
25 - 45,African-American,Male,F,1,10,1,1
25 - 45,Hispanic,Male,M,1,3,2,1
Greater than 45,Caucasian,Male,M,1,3,2,1
Less than 25,African-American,Male,F,1,2,2,1
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,Caucasian,Male,M,0,0,1,0
Less than 25,Other,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,2,1,1
25 - 45,African-American,Male,F,1,4,4,1
Greater than 45,Caucasian,Male,M,0,0,0,0
Greater than 45,African-American,Male,M,0,6,2,0
Less than 25,African-American,Male,F,0,1,2,0
25 - 45,African-American,Male,F,1,4,2,1
Less than 25,Caucasian,Male,F,0,0,15,0
Less than 25,Caucasian,Male,F,1,0,1,1
25 - 45,African-American,Male,M,1,3,1,1
25 - 45,African-American,Female,F,1,8,45,1
25 - 45,Caucasian,Male,F,0,1,0,0
Less than 25,African-American,Male,F,1,0,34,1
25 - 45,African-American,Female,M,0,1,0,0
Less than 25,African-American,Female,F,1,0,2,1
Greater than 45,Caucasian,Male,M,1,4,4,0
Less than 25,Caucasian,Male,F,0,0,2,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,Caucasian,Male,M,1,1,1,0
25 - 45,African-American,Female,F,0,1,13,0
25 - 45,Caucasian,Male,F,1,11,118,1
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,0,1,1
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,Caucasian,Male,F,0,3,0,0
Less than 25,African-American,Male,F,1,1,9,1
25 - 45,African-American,Male,M,1,0,57,1
25 - 45,African-American,Female,M,0,0,1,0
25 - 45,African-American,Male,F,0,1,21,0
25 - 45,African-American,Male,F,1,7,1,1
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,Hispanic,Female,F,0,0,0,0
Less than 25,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Female,M,0,9,1,0
25 - 45,African-American,Male,F,1,3,0,1
25 - 45,Caucasian,Male,F,1,1,0,1
25 - 45,Caucasian,Male,F,0,1,1,0
25 - 45,Hispanic,Male,F,1,2,1,1
25 - 45,African-American,Male,F,1,6,1,1
Greater than 45,Caucasian,Male,M,0,5,4,0
Greater than 45,African-American,Female,F,1,11,5,1
Less than 25,Hispanic,Male,F,1,2,1,1
Less than 25,Caucasian,Male,F,0,3,0,0
Less than 25,Caucasian,Male,M,1,2,27,0
Greater than 45,Caucasian,Female,F,0,0,1,0
25 - 45,African-American,Male,F,0,0,13,0
Less than 25,African-American,Male,M,1,0,1,1
Less than 25,Other,Female,M,0,0,1,0
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,8,1,0
25 - 45,Caucasian,Male,F,1,3,19,1
25 - 45,Caucasian,Male,F,0,10,117,0
25 - 45,African-American,Male,F,0,1,1,0
25 - 45,Caucasian,Female,M,0,1,0,0
25 - 45,African-American,Male,F,0,0,2,0
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,1,9,1,1
25 - 45,African-American,Male,F,1,16,6,1
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,Hispanic,Female,M,0,0,0,0
25 - 45,African-American,Female,M,0,2,16,0
25 - 45,African-American,Male,M,1,0,0,1
25 - 45,Other,Male,M,0,2,1,0
25 - 45,Other,Male,F,0,0,5,0
25 - 45,African-American,Male,M,1,6,0,1
25 - 45,African-American,Male,F,1,2,148,1
Less than 25,African-American,Male,F,1,4,1,1
25 - 45,Hispanic,Male,F,1,1,0,1
Greater than 45,Hispanic,Female,M,0,0,0,0
25 - 45,African-American,Male,F,0,6,26,0
25 - 45,Other,Male,M,0,0,1,0
25 - 45,African-American,Male,F,1,11,0,1
Greater than 45,Other,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,1,0
Greater than 45,African-American,Male,M,1,1,0,1
25 - 45,Caucasian,Male,M,1,11,2,1
Less than 25,African-American,Female,F,0,1,0,0
Greater than 45,Caucasian,Male,F,1,26,167,1
Greater than 45,Caucasian,Male,M,1,2,6,1
Greater than 45,Hispanic,Male,F,0,1,6,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,Other,Male,F,0,0,0,0
Greater than 45,African-American,Male,F,0,1,0,0
Less than 25,African-American,Male,F,1,3,0,1
25 - 45,Other,Male,M,1,0,0,1
Less than 25,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Female,M,0,0,1,0
25 - 45,Hispanic,Male,F,0,9,9,0
25 - 45,Hispanic,Male,M,1,2,1,1
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,Caucasian,Male,F,1,1,8,1
Less than 25,African-American,Male,F,0,4,60,0
Greater than 45,African-American,Male,F,1,0,0,1
Greater than 45,African-American,Male,F,0,2,0,0
Less than 25,African-American,Male,M,0,0,1,0
Greater than 45,African-American,Male,F,1,3,1,1
25 - 45,Caucasian,Male,F,1,1,57,1
25 - 45,Other,Male,F,0,0,10,0
25 - 45,African-American,Male,F,1,8,0,1
Less than 25,African-American,Male,F,1,7,0,1
25 - 45,African-American,Male,F,0,1,2,0
Greater than 45,Other,Male,F,0,4,5,0
25 - 45,Caucasian,Male,F,0,1,3,0
Less than 25,African-American,Male,F,0,0,1,0
Greater than 45,Caucasian,Female,F,1,28,117,1
Greater than 45,Caucasian,Female,F,0,0,1,0
25 - 45,Caucasian,Male,M,0,1,0,0
Greater than 45,Hispanic,Male,M,0,0,109,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,4,1,1
Greater than 45,Other,Male,M,0,0,0,0
Greater than 45,African-American,Male,F,0,1,0,0
Less than 25,African-American,Male,M,1,0,0,1
Less than 25,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,7,1,1
Greater than 45,Caucasian,Male,M,1,2,83,1
Greater than 45,Other,Male,F,0,1,2,0
Less than 25,African-American,Female,F,1,2,1,1
25 - 45,Other,Female,M,0,0,0,0
Greater than 45,Other,Male,F,0,1,21,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,8,2,1
Greater than 45,Caucasian,Male,F,1,14,0,1
Greater than 45,Caucasian,Male,M,0,2,2,0
Less than 25,African-American,Male,F,1,2,10,1
Greater than 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,11,0,1
Less than 25,African-American,Male,F,1,0,22,1
25 - 45,African-American,Male,F,1,6,80,1
25 - 45,African-American,Male,F,1,2,2,1
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Female,F,0,2,2,0
Greater than 45,Hispanic,Male,M,0,0,0,0
Less than 25,Hispanic,Male,F,1,0,2,1
Less than 25,Caucasian,Male,F,1,3,17,1
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,M,0,0,32,0
25 - 45,African-American,Male,F,1,6,194,1
25 - 45,African-American,Male,F,1,8,4,1
Greater than 45,African-American,Male,M,1,0,0,1
Less than 25,African-American,Female,F,1,0,1,1
Less than 25,African-American,Female,F,1,3,5,1
Less than 25,Hispanic,Male,F,0,0,6,0
Greater than 45,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,3,0,0
25 - 45,African-American,Male,F,1,8,2,1
25 - 45,Hispanic,Male,F,0,0,0,0
25 - 45,Caucasian,Male,M,1,2,0,1
25 - 45,African-American,Male,M,1,3,5,1
25 - 45,African-American,Male,F,1,0,0,1
Greater than 45,Caucasian,Female,M,0,1,1,0
25 - 45,African-American,Male,F,1,2,12,0
Less than 25,Caucasian,Male,F,0,0,5,0
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,M,0,8,15,0
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,Hispanic,Male,F,1,5,1,1
Greater than 45,Caucasian,Male,M,1,8,4,1
25 - 45,Caucasian,Male,F,0,1,51,0
25 - 45,Caucasian,Male,F,1,5,1,1
Greater than 45,African-American,Male,M,0,1,0,0
25 - 45,Caucasian,Male,M,1,2,0,1
25 - 45,Other,Male,F,1,3,1,1
25 - 45,Hispanic,Male,M,0,1,0,0
Greater than 45,Other,Male,F,1,0,0,1
Less than 25,African-American,Male,F,1,0,0,1
Less than 25,African-American,Female,F,1,2,0,1
25 - 45,Caucasian,Male,M,1,1,28,1
Greater than 45,African-American,Male,F,0,7,1,0
25 - 45,Caucasian,Female,F,1,9,26,1
Greater than 45,Caucasian,Male,M,0,1,0,0
25 - 45,African-American,Male,F,0,12,1,0
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,Caucasian,Female,M,1,6,30,1
25 - 45,African-American,Male,F,0,2,0,0
25 - 45,African-American,Male,M,1,3,0,1
Less than 25,African-American,Male,F,1,1,14,1
25 - 45,African-American,Male,F,1,19,1,1
25 - 45,African-American,Male,F,0,2,31,0
25 - 45,African-American,Male,F,1,7,0,1
25 - 45,African-American,Male,F,1,8,14,1
Less than 25,African-American,Male,M,1,1,0,1
25 - 45,African-American,Female,F,0,4,1,0
Less than 25,Hispanic,Male,F,1,0,0,1
Less than 25,Caucasian,Female,M,0,1,0,0
25 - 45,African-American,Male,F,1,2,0,1
25 - 45,African-American,Male,M,1,11,531,1
25 - 45,African-American,Male,F,1,3,11,1
25 - 45,Caucasian,Male,M,1,3,1,0
25 - 45,Caucasian,Male,F,1,13,18,1
25 - 45,African-American,Male,F,1,2,0,1
Greater than 45,Caucasian,Female,F,1,0,6,1
25 - 45,Caucasian,Male,M,0,1,1,0
25 - 45,African-American,Male,M,1,27,0,1
25 - 45,African-American,Male,F,0,7,1,0
25 - 45,Caucasian,Female,M,1,4,0,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,1,62,0
Less than 25,African-American,Male,M,1,2,21,1
25 - 45,African-American,Male,M,1,4,1,1
